data,estacao,linha,n_passageiros
05/00,Pavuna,2,646403
06/00,Saens Peña,1,916475
06/00,Sao Francisco Xavier,1,22995
06/00,Afonso Pena,1,270355
06/00,Estacio,1,249066
06/00,Praca Onze,1,144958
06/00,Central,1,512049
06/00,Presidente Vargas,1,18416
06/00,Uruguaiana,1,738267
06/00,Carioca,1,902849
06/00,Cinelândia,1,576175
06/00,Gloria,1,217765
06/00,Catete,1,240674
06/00,Largo do Machado,1,47244
06/00,Flamengo,1,34233
06/00,Botafogo,1,886636
06/00,Cardeal Arcoverde,1,552948
06/00,Sao Cristovao,2,221323
06/00,Maracana,2,102262
06/00,Triagem,2,93584
06/00,Maria da Graca,2,175692
06/00,Del Castilho,2,157978
06/00,Inhauma,2,118309
06/00,Engenho da Rainha,2,121008
06/00,Tomas Coelho,2,49244
06/00,Vicente de Carvalho,2,213624
06/00,Iraja,2,169536
06/00,Colegio,2,100288
06/00,Coelho Neto,2,94888
06/00,Acari/Fazenda Botafogo,2,70953
06/00,Engenheiro Rubens Paiva,2,74484
06/00,Pavuna,2,619945
07/00,Saens Peña,1,868916
07/00,Sao Francisco Xavier,1,210782
07/00,Afonso Pena,1,245729
07/00,Estacio,1,22652
07/00,Praca Onze,1,132896
07/00,Central,1,44956
07/00,Presidente Vargas,1,170054
07/00,Uruguaiana,1,705546
07/00,Carioca,1,832225
07/00,Cinelândia,1,552389
07/00,Gloria,1,203227
07/00,Catete,1,221097
07/00,Largo do Machado,1,43857
07/00,Flamengo,1,313972
07/00,Botafogo,1,81791
07/00,Cardeal Arcoverde,1,534542
07/00,Sao Cristovao,2,186589
07/00,Maracana,2,67112
07/00,Triagem,2,865
07/00,Maria da Graca,2,162425
07/00,Del Castilho,2,158044
07/00,Inhauma,2,110722
07/00,Engenho da Rainha,2,112391
07/00,Tomas Coelho,2,45517
07/00,Vicente de Carvalho,2,201047
07/00,Iraja,2,158223
07/00,Colegio,2,93868
07/00,Coelho Neto,2,86188
07/00,Acari/Fazenda Botafogo,2,66431
07/00,Engenheiro Rubens Paiva,2,68816
07/00,Pavuna,2,576995
08/00,Saens Peña,1,941787
08/00,Sao Francisco Xavier,1,234937
08/00,Afonso Pena,1,282395
08/00,Estacio,1,245818
08/00,Praca Onze,1,149668
08/00,Central,1,478454
08/00,Presidente Vargas,1,195105
08/00,Uruguaiana,1,763358
08/00,Carioca,1,943019
08/00,Cinelândia,1,617537
08/00,Gloria,1,229569
08/00,Catete,1,249356
08/00,Largo do Machado,1,480796
08/00,Flamengo,1,355005
08/00,Botafogo,1,911998
08/00,Cardeal Arcoverde,1,585118
08/00,Sao Cristovao,2,234559
08/00,Maracana,2,129099
08/00,Triagem,2,99847
08/00,Maria da Graca,2,18841
08/00,Del Castilho,2,163311
08/00,Inhauma,2,122814
08/00,Engenho da Rainha,2,125577
08/00,Tomas Coelho,2,49463
08/00,Vicente de Carvalho,2,224231
08/00,Iraja,2,183419
08/00,Colegio,2,106658
08/00,Coelho Neto,2,100926
08/00,Acari/Fazenda Botafogo,2,7483
08/00,Engenheiro Rubens Paiva,2,79038
08/00,Pavuna,2,643377
09/00,Saens Peña,1,838232
09/00,Sao Francisco Xavier,1,20837
09/00,Afonso Pena,1,250828
09/00,Estacio,1,212556
09/00,Praca Onze,1,132858
09/00,Central,1,445048
09/00,Presidente Vargas,1,170438
09/00,Uruguaiana,1,662094
09/00,Carioca,1,806364
09/00,Cinelândia,1,527616
09/00,Gloria,1,200259
09/00,Catete,1,221546
09/00,Largo do Machado,1,434277
09/00,Flamengo,1,311296
09/00,Botafogo,1,798736
09/00,Cardeal Arcoverde,1,522262
09/00,Sao Cristovao,2,211153
09/00,Maracana,2,113733
09/00,Triagem,2,88117
09/00,Maria da Graca,2,166024
09/00,Del Castilho,2,146553
09/00,Inhauma,2,107583
09/00,Engenho da Rainha,2,110402
09/00,Tomas Coelho,2,44589
09/00,Vicente de Carvalho,2,19993
09/00,Iraja,2,162974
09/00,Colegio,2,96223
09/00,Coelho Neto,2,89968
09/00,Acari/Fazenda Botafogo,2,66389
09/00,Engenheiro Rubens Paiva,2,72403
09/00,Pavuna,2,571017
10/00,Saens Peña,1,865044
10/00,Sao Francisco Xavier,1,217104
10/00,Afonso Pena,1,254265
10/00,Estacio,1,217093
10/00,Praca Onze,1,136447
10/00,Central,1,456432
10/00,Presidente Vargas,1,174207
10/00,Uruguaiana,1,691303
10/00,Carioca,1,833965
10/00,Cinelândia,1,534138
10/00,Gloria,1,209254
10/00,Catete,1,22944
10/00,Largo do Machado,1,450594
10/00,Flamengo,1,322708
10/00,Botafogo,1,820204
10/00,Cardeal Arcoverde,1,583568
10/00,Sao Cristovao,2,222556
10/00,Maracana,2,130125
10/00,Triagem,2,90895
10/00,Maria da Graca,2,173562
10/00,Del Castilho,2,150343
10/00,Inhauma,2,112827
10/00,Engenho da Rainha,2,118081
10/00,Tomas Coelho,2,4816
10/00,Vicente de Carvalho,2,214677
10/00,Iraja,2,175749
10/00,Colegio,2,104445
10/00,Coelho Neto,2,9702
10/00,Acari/Fazenda Botafogo,2,72829
10/00,Engenheiro Rubens Paiva,2,78185
10/00,Pavuna,2,621178
11/00,Saens Peña,1,822898
11/00,Sao Francisco Xavier,1,202975
11/00,Afonso Pena,1,239516
11/00,Estacio,1,200239
11/00,Praca Onze,1,126261
11/00,Central,1,441405
11/00,Presidente Vargas,1,170287
11/00,Uruguaiana,1,666225
11/00,Carioca,1,794257
11/00,Cinelândia,1,500552
11/00,Gloria,1,194361
11/00,Catete,1,219518
11/00,Largo do Machado,1,425233
11/00,Flamengo,1,300663
11/00,Botafogo,1,774838
11/00,Cardeal Arcoverde,1,531133
11/00,Sao Cristovao,2,210071
11/00,Maracana,2,109307
11/00,Triagem,2,8615
11/00,Maria da Graca,2,166432
11/00,Del Castilho,2,147742
11/00,Inhauma,2,107789
11/00,Engenho da Rainha,2,109039
11/00,Tomas Coelho,2,44789
11/00,Vicente de Carvalho,2,204411
11/00,Iraja,2,168471
11/00,Colegio,2,99553
11/00,Coelho Neto,2,9565
11/00,Acari/Fazenda Botafogo,2,68529
11/00,Engenheiro Rubens Paiva,2,743
11/00,Pavuna,2,595981
12/00,Saens Peña,1,86702
12/00,Sao Francisco Xavier,1,201888
12/00,Afonso Pena,1,237248
12/00,Estacio,1,210123
12/00,Praca Onze,1,132514
12/00,Central,1,482277
12/00,Presidente Vargas,1,181983
12/00,Uruguaiana,1,75191
12/00,Carioca,1,812109
12/00,Cinelândia,1,475772
12/00,Gloria,1,202739
12/00,Catete,1,219411
12/00,Largo do Machado,1,441382
12/00,Flamengo,1,298335
12/00,Botafogo,1,782345
12/00,Cardeal Arcoverde,1,581334
12/00,Sao Cristovao,2,183225
12/00,Maracana,2,87713
12/00,Triagem,2,81608
12/00,Maria da Graca,2,164588
12/00,Del Castilho,2,187783
12/00,Inhauma,2,111152
12/00,Engenho da Rainha,2,115874
12/00,Tomas Coelho,2,46475
12/00,Vicente de Carvalho,2,218411
12/00,Iraja,2,177772
12/00,Colegio,2,106888
12/00,Coelho Neto,2,104399
12/00,Acari/Fazenda Botafogo,2,74715
12/00,Engenheiro Rubens Paiva,2,80718
12/00,Pavuna,2,6536
01/01,Saens Peña,1,795801
01/01,Sao Francisco Xavier,1,186908
01/01,Afonso Pena,1,221565
01/01,Estacio,1,210979
01/01,Praca Onze,1,121413
01/01,Central,1,450195
01/01,Presidente Vargas,1,160689
01/01,Uruguaiana,1,672674
01/01,Carioca,1,819135
01/01,Cinelândia,1,500182
01/01,Gloria,1,196258
01/01,Catete,1,21251
01/01,Largo do Machado,1,420825
01/01,Flamengo,1,286584
01/01,Botafogo,1,762502
01/01,Cardeal Arcoverde,1,638286
01/01,Sao Cristovao,2,170393
01/01,Maracana,2,906
01/01,Triagem,2,81462
01/01,Maria da Graca,2,153476
01/01,Del Castilho,2,149779
01/01,Inhauma,2,106596
01/01,Engenho da Rainha,2,109553
01/01,Tomas Coelho,2,44994
01/01,Vicente de Carvalho,2,201281
01/01,Iraja,2,163549
01/01,Colegio,2,103791
01/01,Coelho Neto,2,97383
01/01,Acari/Fazenda Botafogo,2,71562
01/01,Engenheiro Rubens Paiva,2,78042
01/01,Pavuna,2,626281
02/01,Saens Peña,1,721317
02/01,Sao Francisco Xavier,1,177296
02/01,Afonso Pena,1,210099
02/01,Estacio,1,192211
02/01,Praca Onze,1,13641
02/01,Central,1,429673
02/01,Presidente Vargas,1,143348
02/01,Uruguaiana,1,587881
02/01,Carioca,1,708199
02/01,Cinelândia,1,454394
02/01,Gloria,1,178061
02/01,Catete,1,184493
02/01,Largo do Machado,1,382014
02/01,Flamengo,1,265101
02/01,Botafogo,1,675168
02/01,Cardeal Arcoverde,1,541447
02/01,Sao Cristovao,2,162375
02/01,Maracana,2,76297
02/01,Triagem,2,72177
02/01,Maria da Graca,2,143907
02/01,Del Castilho,2,126769
02/01,Inhauma,2,96078
02/01,Engenho da Rainha,2,99307
02/01,Tomas Coelho,2,40522
02/01,Vicente de Carvalho,2,183735
02/01,Iraja,2,151292
02/01,Colegio,2,92882
02/01,Coelho Neto,2,89289
02/01,Acari/Fazenda Botafogo,2,65812
02/01,Engenheiro Rubens Paiva,2,72068
02/01,Pavuna,2,566103
03/01,Saens Peña,1,906807
03/01,Sao Francisco Xavier,1,224453
03/01,Afonso Pena,1,27472
03/01,Estacio,1,235835
03/01,Praca Onze,1,136664
03/01,Central,1,511205
03/01,Presidente Vargas,1,195512
03/01,Uruguaiana,1,73975
03/01,Carioca,1,916898
03/01,Cinelândia,1,576897
03/01,Gloria,1,218909
03/01,Catete,1,243147
03/01,Largo do Machado,1,468172
03/01,Flamengo,1,340945
03/01,Botafogo,1,874835
03/01,Cardeal Arcoverde,1,578801
03/01,Sao Cristovao,2,23474
03/01,Maracana,2,109601
03/01,Triagem,2,93903
03/01,Maria da Graca,2,177255
03/01,Del Castilho,2,162245
03/01,Inhauma,2,113734
03/01,Engenho da Rainha,2,121848
03/01,Tomas Coelho,2,49023
03/01,Vicente de Carvalho,2,227302
03/01,Iraja,2,187208
03/01,Colegio,2,111683
03/01,Coelho Neto,2,107407
03/01,Acari/Fazenda Botafogo,2,78924
03/01,Engenheiro Rubens Paiva,2,86991
03/01,Pavuna,2,683231
04/01,Saens Peña,1,817132
04/01,Sao Francisco Xavier,1,203621
04/01,Afonso Pena,1,247768
04/01,Estacio,1,209649
04/01,Praca Onze,1,118004
04/01,Central,1,45192
04/01,Presidente Vargas,1,1785
04/01,Uruguaiana,1,673043
04/01,Carioca,1,836166
04/01,Cinelândia,1,525471
04/01,Gloria,1,197398
04/01,Catete,1,216629
04/01,Largo do Machado,1,427061
04/01,Flamengo,1,306521
04/01,Botafogo,1,795983
04/01,Cardeal Arcoverde,1,507583
04/01,Sao Cristovao,2,207878
04/01,Maracana,2,104823
04/01,Triagem,2,83783
04/01,Maria da Graca,2,159089
04/01,Del Castilho,2,143533
04/01,Inhauma,2,101333
04/01,Engenho da Rainha,2,108392
04/01,Tomas Coelho,2,43982
04/01,Vicente de Carvalho,2,207324
04/01,Iraja,2,168569
04/01,Colegio,2,10082
04/01,Coelho Neto,2,101614
04/01,Acari/Fazenda Botafogo,2,71134
04/01,Engenheiro Rubens Paiva,2,78848
04/01,Pavuna,2,624139
05/01,Saens Peña,1,9058
05/01,Sao Francisco Xavier,1,227228
05/01,Afonso Pena,1,271679
05/01,Estacio,1,232727
05/01,Praca Onze,1,128679
05/01,Central,1,499562
05/01,Presidente Vargas,1,196957
05/01,Uruguaiana,1,753426
05/01,Carioca,1,932688
05/01,Cinelândia,1,584379
05/01,Gloria,1,213693
05/01,Catete,1,231179
05/01,Largo do Machado,1,459571
05/01,Flamengo,1,339664
05/01,Botafogo,1,873725
05/01,Cardeal Arcoverde,1,544114
05/01,Sao Cristovao,2,234718
05/01,Maracana,2,124811
05/01,Triagem,2,93106
05/01,Maria da Graca,2,176982
05/01,Del Castilho,2,156286
05/01,Inhauma,2,113177
05/01,Engenho da Rainha,2,119301
05/01,Tomas Coelho,2,47784
05/01,Vicente de Carvalho,2,234673
05/01,Iraja,2,184991
05/01,Colegio,2,110853
05/01,Coelho Neto,2,109528
05/01,Acari/Fazenda Botafogo,2,77378
05/01,Engenheiro Rubens Paiva,2,86057
05/01,Pavuna,2,676067
06/01,Saens Peña,1,826519
06/01,Sao Francisco Xavier,1,202593
06/01,Afonso Pena,1,245452
06/01,Estacio,1,211299
06/01,Praca Onze,1,118098
06/01,Central,1,453308
06/01,Presidente Vargas,1,181606
06/01,Uruguaiana,1,679615
06/01,Carioca,1,855026
06/01,Cinelândia,1,519763
06/01,Gloria,1,196948
06/01,Catete,1,212613
06/01,Largo do Machado,1,426593
06/01,Flamengo,1,307279
06/01,Botafogo,1,789713
06/01,Cardeal Arcoverde,1,510919
06/01,Sao Cristovao,2,208521
06/01,Maracana,2,94942
06/01,Triagem,2,85732
06/01,Maria da Graca,2,160856
06/01,Del Castilho,2,143815
06/01,Inhauma,2,101891
06/01,Engenho da Rainha,2,109003
06/01,Tomas Coelho,2,43657
06/01,Vicente de Carvalho,2,20935
06/01,Iraja,2,164039
06/01,Colegio,2,99844
06/01,Coelho Neto,2,98832
06/01,Acari/Fazenda Botafogo,2,7057
06/01,Engenheiro Rubens Paiva,2,78939
06/01,Pavuna,2,599357
07/01,Saens Peña,1,854848
07/01,Sao Francisco Xavier,1,205034
07/01,Afonso Pena,1,245863
07/01,Estacio,1,217552
07/01,Praca Onze,1,119008
07/01,Central,1,452309
07/01,Presidente Vargas,1,17737
07/01,Uruguaiana,1,709529
07/01,Carioca,1,887358
07/01,Cinelândia,1,540527
07/01,Gloria,1,197719
07/01,Catete,1,217754
07/01,Largo do Machado,1,438857
07/01,Flamengo,1,309618
07/01,Botafogo,1,811214
07/01,Cardeal Arcoverde,1,525931
07/01,Sao Cristovao,2,198955
07/01,Maracana,2,81135
07/01,Triagem,2,86835
07/01,Maria da Graca,2,158207
07/01,Del Castilho,2,143978
07/01,Inhauma,2,103123
07/01,Engenho da Rainha,2,10778
07/01,Tomas Coelho,2,42966
07/01,Vicente de Carvalho,2,209459
07/01,Iraja,2,162594
07/01,Colegio,2,102045
07/01,Coelho Neto,2,100783
07/01,Acari/Fazenda Botafogo,2,71531
07/01,Engenheiro Rubens Paiva,2,80633
07/01,Pavuna,2,609202
08/01,Saens Peña,1,93237
08/01,Sao Francisco Xavier,1,226509
08/01,Afonso Pena,1,277884
08/01,Estacio,1,241687
08/01,Praca Onze,1,12938
08/01,Central,1,487342
08/01,Presidente Vargas,1,19574
08/01,Uruguaiana,1,752858
08/01,Carioca,1,929571
08/01,Cinelândia,1,581916
08/01,Gloria,1,217807
08/01,Catete,1,23692
08/01,Largo do Machado,1,473482
08/01,Flamengo,1,345107
08/01,Botafogo,1,887126
08/01,Cardeal Arcoverde,1,567059
08/01,Sao Cristovao,2,239711
08/01,Maracana,2,113436
08/01,Triagem,2,94551
08/01,Maria da Graca,2,173552
08/01,Del Castilho,2,155696
08/01,Inhauma,2,112627
08/01,Engenho da Rainha,2,118667
08/01,Tomas Coelho,2,47065
08/01,Vicente de Carvalho,2,233268
08/01,Iraja,2,180083
08/01,Colegio,2,110634
08/01,Coelho Neto,2,110739
08/01,Acari/Fazenda Botafogo,2,7947
08/01,Engenheiro Rubens Paiva,2,89533
08/01,Pavuna,2,669024
09/01,Saens Peña,1,800131
09/01,Sao Francisco Xavier,1,192533
09/01,Afonso Pena,1,239834
09/01,Estacio,1,209472
09/01,Praca Onze,1,106854
09/01,Central,1,437098
09/01,Presidente Vargas,1,164486
09/01,Uruguaiana,1,646501
09/01,Carioca,1,782993
09/01,Cinelândia,1,494985
09/01,Gloria,1,185405
09/01,Catete,1,203042
09/01,Largo do Machado,1,405677
09/01,Flamengo,1,296989
09/01,Botafogo,1,764883
09/01,Cardeal Arcoverde,1,501233
09/01,Sao Cristovao,2,21051
09/01,Maracana,2,122153
09/01,Triagem,2,84114
09/01,Maria da Graca,2,152876
09/01,Del Castilho,2,141364
09/01,Inhauma,2,99025
09/01,Engenho da Rainha,2,104459
09/01,Tomas Coelho,2,41906
09/01,Vicente de Carvalho,2,216195
09/01,Iraja,2,168515
09/01,Colegio,2,101465
09/01,Coelho Neto,2,106611
09/01,Acari/Fazenda Botafogo,2,74964
09/01,Engenheiro Rubens Paiva,2,8449
09/01,Pavuna,2,656086
10/01,Saens Peña,1,884038
10/01,Sao Francisco Xavier,1,212871
10/01,Afonso Pena,1,26216
10/01,Estacio,1,228025
10/01,Praca Onze,1,122741
10/01,Central,1,485874
10/01,Presidente Vargas,1,183621
10/01,Uruguaiana,1,727399
10/01,Carioca,1,853834
10/01,Cinelândia,1,551346
10/01,Gloria,1,208823
10/01,Catete,1,224349
10/01,Largo do Machado,1,450111
10/01,Flamengo,1,330909
10/01,Botafogo,1,84133
10/01,Cardeal Arcoverde,1,565141
10/01,Sao Cristovao,2,22395
10/01,Maracana,2,132022
10/01,Triagem,2,9071
10/01,Maria da Graca,2,165398
10/01,Del Castilho,2,147959
10/01,Inhauma,2,107418
10/01,Engenho da Rainha,2,11545
10/01,Tomas Coelho,2,46033
10/01,Vicente de Carvalho,2,228743
10/01,Iraja,2,178637
10/01,Colegio,2,111924
10/01,Coelho Neto,2,109931
10/01,Acari/Fazenda Botafogo,2,7933
10/01,Engenheiro Rubens Paiva,2,9121
10/01,Pavuna,2,686068
11/01,Saens Peña,1,796595
11/01,Sao Francisco Xavier,1,190116
11/01,Afonso Pena,1,236019
11/01,Estacio,1,20401
11/01,Praca Onze,1,11057
11/01,Central,1,44146
11/01,Presidente Vargas,1,164369
11/01,Uruguaiana,1,656135
11/01,Carioca,1,756236
11/01,Cinelândia,1,483072
11/01,Gloria,1,188568
11/01,Catete,1,207144
11/01,Largo do Machado,1,411174
11/01,Flamengo,1,296202
11/01,Botafogo,1,757889
11/01,Cardeal Arcoverde,1,518818
11/01,Sao Cristovao,2,199361
11/01,Maracana,2,109724
11/01,Triagem,2,80487
11/01,Maria da Graca,2,149926
11/01,Del Castilho,2,13965
11/01,Inhauma,2,99344
11/01,Engenho da Rainha,2,104532
11/01,Tomas Coelho,2,42127
11/01,Vicente de Carvalho,2,205765
11/01,Iraja,2,158972
11/01,Colegio,2,100388
11/01,Coelho Neto,2,9784
11/01,Acari/Fazenda Botafogo,2,71979
11/01,Engenheiro Rubens Paiva,2,82474
11/01,Pavuna,2,610826
12/01,Saens Peña,1,822611
12/01,Sao Francisco Xavier,1,188329
12/01,Afonso Pena,1,228145
12/01,Estacio,1,204219
12/01,Praca Onze,1,111337
12/01,Central,1,457377
12/01,Presidente Vargas,1,175917
12/01,Uruguaiana,1,715939
12/01,Carioca,1,763337
12/01,Cinelândia,1,452668
12/01,Gloria,1,19049
12/01,Catete,1,202277
12/01,Largo do Machado,1,417872
12/01,Flamengo,1,289523
12/01,Botafogo,1,738868
12/01,Cardeal Arcoverde,1,527209
12/01,Sao Cristovao,2,177168
12/01,Maracana,2,104415
12/01,Triagem,2,75773
12/01,Maria da Graca,2,14617
12/01,Del Castilho,2,15951
12/01,Inhauma,2,97107
12/01,Engenho da Rainha,2,105115
12/01,Tomas Coelho,2,42757
12/01,Vicente de Carvalho,2,209639
12/01,Iraja,2,1579
12/01,Colegio,2,10159
12/01,Coelho Neto,2,103536
12/01,Acari/Fazenda Botafogo,2,73163
12/01,Engenheiro Rubens Paiva,2,83201
12/01,Pavuna,2,613853
01/02,Saens Peña,1,784733
01/02,Sao Francisco Xavier,1,187807
01/02,Afonso Pena,1,216421
01/02,Estacio,1,20283
01/02,Praca Onze,1,111627
01/02,Central,1,451289
01/02,Presidente Vargas,1,164984
01/02,Uruguaiana,1,655738
01/02,Carioca,1,799195
01/02,Cinelândia,1,47362
01/02,Gloria,1,185657
01/02,Catete,1,200262
01/02,Largo do Machado,1,402883
01/02,Flamengo,1,284609
01/02,Botafogo,1,739918
01/02,Cardeal Arcoverde,1,579324
01/02,Sao Cristovao,2,178276
01/02,Maracana,2,67789
01/02,Triagem,2,75474
01/02,Maria da Graca,2,139913
01/02,Del Castilho,2,13509
01/02,Inhauma,2,9495
01/02,Engenho da Rainha,2,102046
01/02,Tomas Coelho,2,40548
01/02,Vicente de Carvalho,2,197672
01/02,Iraja,2,150805
01/02,Colegio,2,100891
01/02,Coelho Neto,2,98161
01/02,Acari/Fazenda Botafogo,2,71768
01/02,Engenheiro Rubens Paiva,2,82041
01/02,Pavuna,2,604763
02/02,Saens Peña,1,696013
02/02,Sao Francisco Xavier,1,170826
02/02,Afonso Pena,1,200536
02/02,Estacio,1,184044
02/02,Praca Onze,1,134935
02/02,Central,1,432295
02/02,Presidente Vargas,1,137761
02/02,Uruguaiana,1,557038
02/02,Carioca,1,680081
02/02,Cinelândia,1,414692
02/02,Gloria,1,167897
02/02,Catete,1,17442
02/02,Largo do Machado,1,368898
02/02,Flamengo,1,258029
02/02,Botafogo,1,64882
02/02,Cardeal Arcoverde,1,488108
02/02,Sao Cristovao,2,16365
02/02,Maracana,2,62079
02/02,Triagem,2,67263
02/02,Maria da Graca,2,128377
02/02,Del Castilho,2,111331
02/02,Inhauma,2,85443
02/02,Engenho da Rainha,2,90337
02/02,Tomas Coelho,2,35971
02/02,Vicente de Carvalho,2,173765
02/02,Iraja,2,137282
02/02,Colegio,2,89015
02/02,Coelho Neto,2,85629
02/02,Acari/Fazenda Botafogo,2,61992
02/02,Engenheiro Rubens Paiva,2,71008
02/02,Pavuna,2,528077
03/02,Saens Peña,1,822112
03/02,Sao Francisco Xavier,1,201591
03/02,Afonso Pena,1,241255
03/02,Estacio,1,203361
03/02,Praca Onze,1,116947
03/02,Central,1,467001
03/02,Presidente Vargas,1,166193
03/02,Uruguaiana,1,660399
03/02,Carioca,1,801534
03/02,Cinelândia,1,495676
03/02,Gloria,1,198801
03/02,Catete,1,213871
03/02,Largo do Machado,1,420559
03/02,Flamengo,1,3150
03/02,Botafogo,1,785929
03/02,Cardeal Arcoverde,1,540993
03/02,Sao Cristovao,2,211542
03/02,Maracana,2,99584
03/02,Triagem,2,81173
03/02,Maria da Graca,2,151508
03/02,Del Castilho,2,150498
03/02,Inhauma,2,96649
03/02,Engenho da Rainha,2,105309
03/02,Tomas Coelho,2,42386
03/02,Vicente de Carvalho,2,210425
03/02,Iraja,2,165075
03/02,Colegio,2,10452
03/02,Coelho Neto,2,102146
03/02,Acari/Fazenda Botafogo,2,74807
03/02,Engenheiro Rubens Paiva,2,85159
03/02,Pavuna,2,63256
04/02,Saens Peña,1,865341
04/02,Sao Francisco Xavier,1,214244
04/02,Afonso Pena,1,255616
04/02,Estacio,1,218092
04/02,Praca Onze,1,1233
04/02,Central,1,48981
04/02,Presidente Vargas,1,177358
04/02,Uruguaiana,1,696637
04/02,Carioca,1,853336
04/02,Cinelândia,1,540629
04/02,Gloria,1,206418
04/02,Catete,1,224888
04/02,Largo do Machado,1,436423
04/02,Flamengo,1,330018
04/02,Botafogo,1,825778
04/02,Cardeal Arcoverde,1,536509
04/02,Sao Cristovao,2,224077
04/02,Maracana,2,113268
04/02,Triagem,2,85327
04/02,Maria da Graca,2,156839
04/02,Del Castilho,2,159525
04/02,Inhauma,2,99234
04/02,Engenho da Rainha,2,108432
04/02,Tomas Coelho,2,43309
04/02,Vicente de Carvalho,2,221114
04/02,Iraja,2,176871
04/02,Colegio,2,111167
04/02,Coelho Neto,2,108153
04/02,Acari/Fazenda Botafogo,2,78762
04/02,Engenheiro Rubens Paiva,2,90281
04/02,Pavuna,2,663364
05/02,Saens Peña,1,848061
05/02,Sao Francisco Xavier,1,208431
05/02,Afonso Pena,1,25123
05/02,Estacio,1,213083
05/02,Praca Onze,1,126237
05/02,Central,1,481142
05/02,Presidente Vargas,1,180155
05/02,Uruguaiana,1,705505
05/02,Carioca,1,848285
05/02,Cinelândia,1,534027
05/02,Gloria,1,203275
05/02,Catete,1,222773
05/02,Largo do Machado,1,433142
05/02,Flamengo,1,323629
05/02,Botafogo,1,817732
05/02,Cardeal Arcoverde,1,527418
05/02,Sao Cristovao,2,22587
05/02,Maracana,2,103822
05/02,Triagem,2,82802
05/02,Maria da Graca,2,155824
05/02,Del Castilho,2,163799
05/02,Inhauma,2,98291
05/02,Engenho da Rainha,2,107145
05/02,Tomas Coelho,2,43246
05/02,Vicente de Carvalho,2,220703
05/02,Iraja,2,17567
05/02,Colegio,2,108844
05/02,Coelho Neto,2,105092
05/02,Acari/Fazenda Botafogo,2,77315
05/02,Engenheiro Rubens Paiva,2,9037
05/02,Pavuna,2,648756
06/02,Saens Peña,1,798461
06/02,Sao Francisco Xavier,1,197714
06/02,Afonso Pena,1,236736
06/02,Estacio,1,198167
06/02,Praca Onze,1,110208
06/02,Central,1,452562
06/02,Presidente Vargas,1,167228
06/02,Uruguaiana,1,656669
06/02,Carioca,1,774797
06/02,Cinelândia,1,483552
06/02,Gloria,1,190539
06/02,Catete,1,207732
